,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,RainTomorrow_predict
697,19.8,26.1,5.4,2.4,11.9,0.0,0.0,180.0,135.0,17.0,17.0,69.0,55.0,1021.4,1021.2,4.0,1.0,23.0,25.9,1,0,0
698,19.8,25.2,0.0,8.6,12.8,0.0,0.0,180.0,157.5,20.0,20.0,66.0,57.0,1025.0,1023.1,5.0,4.0,22.4,24.5,0,0,0
699,20.1,24.8,0.0,8.0,2.0,0.0,0.0,270.0,72.5,2.0,11.0,92.0,83.0,1020.9,1017.2,8.0,8.0,20.9,23.3,0,0,1
700,20.9,29.3,0.4,2.8,1.1,0.0,0.0,90.0,0.0,2.0,0.0,84.0,56.0,1013.9,1010.4,8.0,7.0,24.3,29.0,0,0,0
701,23.3,30.7,0.0,6.8,4.8,0.0,0.0,0.0,0.0,0.0,0.0,70.0,79.0,1007.7,1005.7,7.0,7.0,25.6,24.9,0,1,0
702,18.9,21.5,8.6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,74.0,1015.3,1016.0,8.0,8.0,20.1,20.8,1,0,1
703,18.2,23.9,1.0,2.4,2.8,0.0,0.0,90.0,72.5,7.0,19.0,64.0,58.0,1020.6,1019.1,7.0,7.0,21.4,23.2,0,0,0
704,18.3,26.1,0.2,4.6,10.4,0.0,0.0,72.5,72.5,13.0,20.0,64.0,60.0,1018.1,1014.6,1.0,2.0,23.6,25.7,0,0,0
705,21.8,27.6,0.0,8.4,9.5,0.0,0.0,180.0,135.0,15.0,17.0,83.0,71.0,1015.9,1013.8,7.0,5.0,22.5,24.8,0,0,0
706,20.8,24.9,0.0,8.0,0.8,0.0,0.0,180.0,135.0,13.0,15.0,66.0,59.0,1018.3,1017.4,8.0,8.0,21.8,23.4,0,0,0
707,20.9,25.6,0.4,6.0,7.7,0.0,0.0,90.0,90.0,13.0,24.0,66.0,59.0,1021.7,1019.7,7.0,2.0,22.9,25.5,0,0,0
708,20.8,32.4,0.0,5.4,13.2,0.0,0.0,247.5,45.0,2.0,13.0,76.0,51.0,1018.0,1014.6,1.0,3.0,24.4,30.6,0,0,0
709,24.1,30.0,0.0,11.0,12.7,0.0,0.0,0.0,157.5,2.0,20.0,65.0,56.0,1016.1,1015.4,1.0,2.0,28.3,28.9,0,0,0
710,22.1,25.8,0.0,8.6,7.8,0.0,0.0,90.0,45.0,11.0,24.0,64.0,60.0,1019.4,1016.1,6.0,3.0,24.2,25.8,0,0,0
711,23.0,30.3,0.0,8.8,9.4,0.0,0.0,0.0,72.5,6.0,26.0,77.0,65.0,1013.0,1008.5,7.0,1.0,25.0,28.4,0,0,0
712,23.7,27.7,0.2,9.2,8.8,0.0,0.0,157.5,157.5,19.0,35.0,64.0,69.0,1010.9,1011.0,1.0,6.0,27.0,25.4,0,1,0
713,19.5,22.9,13.0,7.8,0.2,0.0,0.0,180.0,180.0,22.0,17.0,90.0,75.0,1017.7,1017.6,8.0,8.0,19.6,21.0,1,0,1
714,19.0,25.1,0.2,3.8,3.0,0.0,0.0,202.5,112.5,9.0,17.0,83.0,74.0,1018.9,1017.2,8.0,7.0,21.7,24.4,0,0,0
715,21.7,25.9,0.2,5.4,4.8,0.0,0.0,45.0,72.5,11.0,22.0,72.0,63.0,1014.0,1009.6,6.0,7.0,23.4,24.5,0,0,0
716,20.3,27.3,0.0,6.6,10.3,0.0,0.0,0.0,157.5,0.0,26.0,64.0,68.0,1004.2,1003.0,3.0,7.0,24.6,25.6,0,0,0
717,16.7,25.7,0.0,8.0,13.0,0.0,0.0,270.0,270.0,15.0,28.0,55.0,14.0,1002.9,1002.5,1.0,2.0,21.0,25.1,0,0,0
718,15.6,26.8,0.0,10.0,13.3,0.0,0.0,247.5,90.0,15.0,22.0,39.0,31.0,1009.5,1007.4,1.0,1.0,19.8,22.9,0,0,0
719,17.4,28.9,0.0,10.4,13.0,0.0,0.0,292.5,90.0,7.0,24.0,41.0,34.0,1010.4,1007.8,0.0,0.0,23.2,26.6,0,0,0
720,19.5,27.4,0.0,9.0,12.8,0.0,0.0,270.0,90.0,6.0,24.0,74.0,58.0,1012.3,1008.4,3.0,2.0,24.0,27.4,0,0,0
721,22.6,32.6,0.0,8.2,9.6,0.0,0.0,270.0,90.0,7.0,15.0,77.0,64.0,1013.6,1008.8,3.0,2.0,25.0,29.2,0,0,0
722,25.0,41.3,0.0,13.4,5.6,0.0,0.0,315.0,157.5,26.0,6.0,28.0,17.0,1007.8,1005.4,5.0,5.0,31.9,39.9,0,1,0
723,18.4,23.0,6.2,8.6,0.1,0.0,0.0,202.5,112.5,7.0,11.0,92.0,66.0,1016.3,1014.5,8.0,8.0,19.5,22.6,1,0,1
724,19.5,26.1,0.4,3.6,2.8,0.0,0.0,292.5,90.0,2.0,19.0,80.0,70.0,1014.8,1011.8,8.0,7.0,22.4,25.7,0,0,0
725,22.3,29.0,0.0,4.0,8.6,0.0,0.0,45.0,72.5,6.0,19.0,83.0,69.0,1010.9,1007.2,6.0,3.0,25.1,27.7,0,0,0
726,22.9,27.1,0.0,6.2,4.6,0.0,0.0,180.0,157.5,19.0,20.0,78.0,72.0,1015.1,1013.6,8.0,8.0,23.4,25.0,0,0,0
727,22.2,26.6,0.0,4.8,1.8,0.0,0.0,0.0,72.5,0.0,17.0,80.0,81.0,1012.1,1009.5,8.0,8.0,23.7,24.6,0,1,1
728,19.6,30.2,2.6,3.4,9.5,0.0,0.0,292.5,135.0,7.0,20.0,81.0,53.0,1008.6,1010.0,1.0,1.0,22.2,29.6,1,1,0
729,20.5,27.3,2.6,6.4,7.0,0.0,0.0,180.0,135.0,26.0,13.0,82.0,66.0,1018.6,1017.9,8.0,7.0,21.6,26.4,1,0,0
730,21.5,26.6,0.0,5.4,9.2,0.0,0.0,90.0,90.0,19.0,24.0,75.0,70.0,1016.7,1014.6,6.0,7.0,25.6,26.0,0,0,0
731,22.6,27.7,0.0,7.8,7.9,0.0,0.0,90.0,90.0,13.0,24.0,73.0,66.0,1015.9,1016.1,6.0,7.0,25.6,26.6,0,0,0
732,22.7,27.7,0.6,8.0,9.8,0.0,0.0,112.5,135.0,19.0,30.0,61.0,60.0,1017.8,1016.4,6.0,7.0,25.0,25.9,0,1,0
733,21.4,27.3,23.4,6.4,7.3,0.0,0.0,90.0,90.0,26.0,26.0,90.0,66.0,1014.9,1014.3,7.0,4.0,22.0,27.2,1,1,0
734,21.9,27.2,3.4,6.0,3.9,0.0,0.0,90.0,90.0,28.0,28.0,83.0,76.0,1013.9,1011.3,7.0,7.0,25.2,26.1,1,1,1
735,23.1,26.5,4.0,4.8,3.0,0.0,0.0,45.0,22.5,11.0,19.0,79.0,88.0,1010.1,1008.8,7.0,7.0,25.8,24.9,1,1,1
736,20.5,22.4,31.2,5.0,0.0,0.0,0.0,180.0,180.0,31.0,24.0,95.0,95.0,1015.7,1016.2,7.0,8.0,21.6,22.2,1,1,1
737,20.2,25.0,77.4,7.4,0.2,0.0,0.0,202.5,135.0,19.0,15.0,95.0,86.0,1021.6,1020.8,7.0,8.0,21.1,23.8,1,1,1
738,21.0,27.6,3.4,1.8,2.3,0.0,0.0,112.5,90.0,7.0,22.0,76.0,70.0,1022.9,1021.9,8.0,7.0,23.5,26.3,1,0,1
739,22.8,27.6,0.0,5.8,9.9,0.0,0.0,270.0,90.0,4.0,24.0,83.0,65.0,1023.0,1021.2,6.0,3.0,24.3,27.3,0,0,0
740,21.7,27.9,0.4,5.8,10.1,0.0,0.0,45.0,72.5,9.0,20.0,72.0,61.0,1020.6,1017.6,2.0,2.0,25.6,27.3,0,0,0
741,21.4,28.2,0.0,8.8,6.9,0.0,0.0,90.0,72.5,4.0,26.0,71.0,60.0,1017.1,1013.5,2.0,2.0,25.3,27.4,0,0,0
742,23.9,37.8,0.0,9.0,9.8,0.0,0.0,270.0,292.5,2.0,15.0,71.0,32.0,1008.7,1005.5,6.0,7.0,26.9,37.4,0,1,0
743,21.4,25.5,70.0,9.4,0.3,0.0,0.0,180.0,90.0,17.0,11.0,92.0,80.0,1011.9,1010.2,8.0,8.0,22.1,25.2,1,1,1
744,22.1,26.4,10.0,2.0,1.4,0.0,0.0,270.0,90.0,9.0,11.0,91.0,92.0,1007.3,1004.5,7.0,8.0,23.5,23.9,1,1,1
745,20.2,30.0,15.2,2.8,9.9,0.0,0.0,270.0,72.5,11.0,17.0,95.0,67.0,1006.7,1003.5,6.0,3.0,21.4,28.5,1,0,0
746,21.3,26.4,0.2,7.6,8.7,0.0,0.0,270.0,180.0,22.0,35.0,65.0,57.0,1011.8,1013.6,7.0,7.0,22.3,25.0,0,0,0
747,18.5,25.6,0.0,7.8,12.8,0.0,0.0,225.0,135.0,9.0,20.0,64.0,56.0,1016.7,1016.0,3.0,2.0,21.4,25.4,0,0,0
748,18.3,25.9,0.0,8.0,12.0,0.0,0.0,135.0,135.0,19.0,20.0,52.0,51.0,1022.4,1023.4,5.0,5.0,23.7,24.9,0,0,0
749,20.2,25.5,0.0,7.2,8.0,0.0,0.0,112.5,90.0,19.0,13.0,60.0,51.0,1024.8,1023.1,5.0,6.0,22.6,25.0,0,0,0
750,18.9,27.3,0.0,6.4,11.8,0.0,0.0,270.0,45.0,13.0,24.0,76.0,54.0,1021.9,1018.4,1.0,2.0,22.2,26.1,0,0,0
751,20.7,29.8,0.0,9.6,11.6,0.0,0.0,270.0,90.0,4.0,15.0,75.0,59.0,1018.0,1014.8,1.0,1.0,23.5,28.6,0,0,0
752,23.2,35.4,0.0,9.4,11.9,0.0,0.0,270.0,90.0,7.0,20.0,61.0,46.0,1015.4,1011.7,0.0,3.0,26.7,32.5,0,0,0
753,26.0,28.6,0.0,10.4,7.4,0.0,0.0,180.0,135.0,24.0,28.0,54.0,60.0,1013.6,1016.3,1.0,7.0,28.5,23.7,0,0,0
754,21.1,24.1,0.0,9.2,1.5,0.0,0.0,112.5,90.0,9.0,13.0,55.0,52.0,1021.7,1021.4,8.0,7.0,22.4,23.8,0,0,0
755,20.5,24.6,0.0,4.4,9.3,0.0,0.0,90.0,112.5,15.0,22.0,45.0,46.0,1026.4,1026.6,2.0,2.0,23.3,24.2,0,0,0
756,18.1,25.1,0.0,6.0,1.6,0.0,0.0,270.0,112.5,7.0,7.0,73.0,58.0,1027.0,1024.4,6.0,7.0,20.2,24.6,0,0,0
757,18.4,27.0,0.2,3.8,11.8,0.0,0.0,270.0,45.0,2.0,19.0,79.0,60.0,1021.6,1017.8,5.0,1.0,21.9,26.5,0,0,0
758,21.0,26.7,0.0,8.0,3.8,0.0,0.0,247.5,112.5,4.0,13.0,83.0,72.0,1017.1,1014.3,7.0,8.0,23.7,25.8,0,1,0
759,19.2,19.7,4.2,5.0,0.0,0.0,0.0,202.5,135.0,19.0,17.0,68.0,84.0,1018.9,1018.4,8.0,8.0,19.4,19.2,1,1,1
760,17.3,23.0,9.0,3.8,1.3,0.0,0.0,135.0,135.0,17.0,17.0,52.0,52.0,1019.3,1018.2,7.0,7.0,19.5,21.8,1,0,1
761,18.2,24.4,0.2,7.2,7.5,0.0,0.0,135.0,112.5,11.0,19.0,53.0,53.0,1019.4,1018.2,3.0,5.0,22.7,23.5,0,0,0
762,17.2,25.2,0.0,4.4,7.9,0.0,0.0,0.0,90.0,0.0,26.0,73.0,67.0,1016.2,1013.7,7.0,5.0,20.9,24.7,0,0,0
763,20.5,25.1,0.0,5.2,1.0,0.0,0.0,45.0,72.5,20.0,15.0,72.0,83.0,1011.5,1009.6,7.0,8.0,23.9,23.5,0,1,1
764,20.9,26.7,14.0,3.4,6.2,0.0,0.0,337.5,45.0,2.0,15.0,90.0,77.0,1011.9,1010.8,6.0,3.0,22.4,25.1,1,0,0
765,22.3,26.4,0.0,5.0,5.0,0.0,0.0,72.5,72.5,19.0,33.0,71.0,68.0,1013.8,1012.0,2.0,7.0,25.0,25.6,0,0,0
766,22.6,29.2,0.0,6.4,6.4,0.0,0.0,72.5,45.0,11.0,17.0,72.0,65.0,1011.6,1009.6,6.0,7.0,24.8,27.4,0,0,0
767,20.8,30.0,0.0,9.2,11.7,0.0,0.0,292.5,270.0,11.0,22.0,46.0,35.0,1013.4,1012.2,1.0,1.0,23.9,29.6,0,0,0
768,19.2,20.8,0.2,8.0,0.3,0.0,0.0,180.0,157.5,20.0,24.0,85.0,67.0,1020.8,1022.5,8.0,8.0,19.3,20.4,0,0,1
769,18.2,24.2,0.0,5.2,9.0,0.0,0.0,180.0,157.5,24.0,24.0,63.0,49.0,1031.1,1031.5,2.0,4.0,20.4,23.6,0,0,0
770,18.7,24.5,0.2,9.0,7.9,0.0,0.0,135.0,135.0,19.0,28.0,55.0,54.0,1035.0,1034.8,2.0,4.0,23.3,22.5,0,0,0
771,17.4,24.7,0.0,7.4,7.1,0.0,0.0,157.5,135.0,22.0,19.0,68.0,52.0,1034.3,1032.9,2.0,6.0,20.5,22.8,0,1,0
772,16.2,24.6,5.6,5.6,6.9,0.0,0.0,270.0,112.5,13.0,17.0,87.0,50.0,1030.4,1027.8,2.0,5.0,18.7,23.0,1,0,0
773,18.0,25.2,0.0,5.4,5.9,0.0,0.0,270.0,90.0,11.0,15.0,78.0,57.0,1025.7,1022.4,7.0,2.0,19.7,24.5,0,0,0
774,17.4,25.5,0.0,5.8,11.0,0.0,0.0,270.0,90.0,15.0,19.0,82.0,54.0,1023.5,1022.7,3.0,1.0,20.0,25.1,0,0,0
775,15.6,26.0,0.0,5.4,11.3,0.0,0.0,270.0,90.0,13.0,19.0,80.0,54.0,1025.7,1024.5,0.0,1.0,18.8,24.4,0,0,0
776,17.0,26.5,0.0,6.6,10.2,0.0,0.0,270.0,72.5,9.0,17.0,77.0,51.0,1026.5,1023.7,6.0,4.0,19.8,25.3,0,0,0
777,18.2,27.4,0.0,7.0,11.2,0.0,0.0,270.0,72.5,6.0,17.0,82.0,60.0,1022.2,1019.2,6.0,3.0,20.1,26.9,0,0,0
778,19.8,29.0,0.0,6.2,11.1,0.0,0.0,270.0,90.0,15.0,15.0,64.0,68.0,1021.0,1019.5,3.0,1.0,22.8,26.5,0,0,0
779,21.7,30.9,0.0,7.0,9.0,0.0,0.0,270.0,90.0,9.0,19.0,64.0,56.0,1017.9,1014.3,6.0,6.0,23.5,28.0,0,0,0
780,20.8,25.0,0.0,8.4,6.3,0.0,0.0,112.5,112.5,9.0,19.0,64.0,57.0,1020.1,1018.7,7.0,5.0,22.5,24.1,0,0,0
781,18.7,27.0,0.0,4.4,10.9,0.0,0.0,292.5,72.5,13.0,22.0,74.0,60.0,1020.1,1017.4,0.0,5.0,21.6,26.1,0,0,0
782,18.7,26.0,0.0,7.6,6.1,0.0,0.0,270.0,112.5,17.0,20.0,79.0,58.0,1021.6,1020.8,7.0,5.0,20.3,25.3,0,0,0
783,19.5,25.5,0.0,4.0,8.7,0.0,0.0,270.0,45.0,7.0,20.0,75.0,61.0,1023.4,1019.6,6.0,1.0,21.1,24.8,0,0,0
784,19.5,29.6,0.0,5.6,8.9,0.0,0.0,270.0,72.5,9.0,9.0,80.0,52.0,1019.1,1015.4,0.0,2.0,22.6,29.5,0,0,0
785,22.4,26.9,0.0,7.4,7.2,0.0,0.0,202.5,180.0,17.0,19.0,80.0,66.0,1019.6,1018.4,6.0,7.0,23.0,25.5,0,0,0
786,20.8,26.4,0.0,5.4,8.2,0.0,0.0,270.0,45.0,6.0,19.0,82.0,66.0,1019.2,1014.9,2.0,7.0,23.1,26.2,0,0,0
787,22.4,27.5,0.0,2.8,0.1,0.0,0.0,270.0,270.0,7.0,11.0,78.0,56.0,1016.9,1016.4,7.0,8.0,23.2,26.7,0,1,0
788,20.5,21.3,4.0,0.0,0.0,0.0,0.0,202.5,202.5,4.0,9.0,92.0,88.0,1019.8,1018.4,8.0,8.0,20.6,21.2,1,1,1
789,18.9,23.1,14.0,2.6,3.1,0.0,0.0,180.0,180.0,24.0,30.0,68.0,67.0,1019.5,1017.5,7.0,6.0,21.0,22.0,1,0,1
790,16.0,25.3,0.2,3.6,10.8,0.0,0.0,270.0,180.0,24.0,19.0,68.0,45.0,1018.3,1016.3,2.0,1.0,18.4,24.8,0,0,0
791,17.2,24.6,0.0,5.8,9.4,0.0,0.0,270.0,180.0,13.0,24.0,74.0,46.0,1019.9,1018.5,5.0,2.0,19.0,24.3,0,0,0
792,15.9,24.0,0.0,6.6,7.2,0.0,0.0,292.5,135.0,17.0,15.0,72.0,56.0,1021.4,1020.0,2.0,3.0,18.6,22.1,0,1,0
793,15.4,22.4,6.8,3.2,6.6,0.0,0.0,270.0,157.5,13.0,19.0,84.0,59.0,1022.9,1020.5,6.0,6.0,17.7,20.7,1,1,0
794,15.2,21.5,1.2,4.4,2.5,0.0,0.0,292.5,135.0,9.0,7.0,76.0,64.0,1021.1,1019.0,5.0,7.0,19.6,20.5,1,0,1
795,17.0,23.3,0.8,2.2,3.6,0.0,0.0,0.0,90.0,0.0,17.0,74.0,62.0,1020.5,1017.6,6.0,7.0,21.4,22.4,0,1,0
796,18.5,25.9,3.8,2.8,1.1,0.0,0.0,22.5,337.5,15.0,22.0,90.0,65.0,1016.6,1012.3,8.0,7.0,19.1,24.5,1,1,1
797,19.0,28.7,3.0,1.4,9.4,0.0,0.0,270.0,157.5,17.0,17.0,77.0,71.0,1012.5,1011.8,3.0,3.0,22.2,24.3,1,1,0
798,16.4,25.0,4.4,5.0,9.9,0.0,0.0,292.5,135.0,15.0,20.0,68.0,55.0,1014.8,1011.1,2.0,6.0,20.8,22.4,1,0,0
799,17.2,27.9,0.0,6.2,7.4,0.0,0.0,270.0,90.0,9.0,17.0,78.0,41.0,1010.5,1007.6,6.0,1.0,18.6,27.6,0,0,0
800,18.6,27.9,0.0,3.8,10.1,0.0,0.0,337.5,292.5,15.0,20.0,58.0,33.0,1007.9,1006.0,5.0,3.0,24.5,27.7,0,0,0
801,14.9,24.5,0.0,8.6,10.6,0.0,0.0,270.0,247.5,30.0,20.0,33.0,22.0,1014.3,1011.7,1.0,2.0,16.8,24.2,0,0,0
802,13.1,22.3,0.0,5.6,10.7,0.0,0.0,270.0,157.5,17.0,19.0,52.0,46.0,1021.8,1020.3,1.0,1.0,17.6,21.3,0,0,0
803,12.3,25.0,0.0,3.8,10.7,0.0,0.0,270.0,72.5,15.0,17.0,71.0,49.0,1022.8,1019.3,0.0,2.0,15.9,23.0,0,0,0
804,14.9,24.9,0.0,6.0,9.3,0.0,0.0,270.0,112.5,15.0,19.0,77.0,62.0,1021.9,1020.5,6.0,3.0,17.5,23.3,0,0,0
805,16.9,22.3,0.0,3.6,1.5,0.0,0.0,292.5,157.5,9.0,15.0,77.0,64.0,1027.0,1025.1,7.0,6.0,18.1,21.8,0,0,0
806,15.8,25.3,0.6,2.4,10.8,0.0,0.0,270.0,112.5,11.0,15.0,82.0,63.0,1028.1,1026.0,1.0,3.0,19.1,24.2,0,0,0
807,0.0,25.0,0.0,3.6,10.7,0.0,0.0,292.5,112.5,11.0,13.0,84.0,66.0,1027.3,1024.3,2.0,2.0,19.9,23.6,0,0,0
808,17.2,24.9,0.0,2.8,9.6,0.0,0.0,292.5,90.0,6.0,13.0,82.0,65.0,1026.0,1023.7,2.0,2.0,20.5,24.2,0,0,0
809,17.3,24.8,0.0,4.4,9.3,0.0,0.0,270.0,90.0,13.0,15.0,87.0,57.0,1025.2,1021.7,1.0,5.0,20.0,24.4,0,0,0
810,16.7,24.2,0.0,3.4,10.3,0.0,0.0,270.0,72.5,15.0,20.0,95.0,63.0,1023.4,1020.4,1.0,1.0,17.6,23.9,0,0,0
811,16.7,25.7,0.0,5.4,10.6,0.0,0.0,292.5,90.0,11.0,19.0,81.0,63.0,1022.9,1019.4,1.0,1.0,19.3,23.9,0,0,0
812,16.6,30.7,0.0,3.2,10.6,0.0,0.0,270.0,45.0,13.0,11.0,68.0,50.0,1020.6,1016.0,1.0,1.0,20.2,26.5,0,0,0
813,20.2,28.6,0.0,7.2,3.4,0.0,0.0,315.0,337.5,11.0,20.0,57.0,49.0,1014.3,1009.9,7.0,7.0,22.8,26.4,0,1,0
814,17.2,22.8,8.8,5.0,3.8,0.0,0.0,270.0,180.0,20.0,20.0,77.0,70.0,1013.2,1013.5,7.0,5.0,17.3,19.2,1,0,1
815,12.5,21.8,0.4,3.0,10.5,0.0,0.0,270.0,135.0,24.0,15.0,56.0,46.0,1024.3,1022.3,1.0,1.0,15.1,21.5,0,0,0
816,11.7,20.4,0.0,4.4,2.2,0.0,0.0,270.0,270.0,19.0,11.0,65.0,41.0,1020.4,1017.8,6.0,7.0,14.2,20.1,0,0,0
817,12.6,24.9,0.0,2.4,10.6,0.0,0.0,270.0,270.0,15.0,9.0,64.0,32.0,1021.0,1016.7,0.0,1.0,16.0,24.5,0,0,0
818,13.4,24.6,0.0,5.0,10.7,0.0,0.0,270.0,292.5,24.0,17.0,44.0,35.0,1019.9,1017.0,1.0,1.0,18.2,24.5,0,0,0
819,14.0,19.4,0.0,5.0,0.3,0.0,0.0,270.0,180.0,20.0,13.0,79.0,64.0,1025.2,1024.4,8.0,7.0,14.4,19.2,0,1,0
820,14.3,21.7,1.8,2.4,4.6,0.0,0.0,270.0,72.5,13.0,13.0,89.0,74.0,1027.6,1024.4,7.0,6.0,15.1,20.6,1,0,0
821,13.9,26.5,0.0,1.2,8.2,0.0,0.0,270.0,225.0,19.0,2.0,90.0,30.0,1024.8,1022.1,2.0,1.0,15.3,26.3,0,0,0
822,14.8,23.1,0.2,4.0,6.5,0.0,0.0,270.0,112.5,15.0,6.0,75.0,60.0,1027.6,1024.3,4.0,6.0,18.0,22.7,0,0,0
823,16.2,24.8,0.0,2.8,4.2,0.0,0.0,292.5,45.0,2.0,17.0,80.0,54.0,1021.3,1015.8,7.0,5.0,19.2,24.2,0,0,0
824,15.4,21.1,0.0,3.8,5.9,0.0,0.0,22.5,270.0,7.0,28.0,59.0,41.0,1012.2,1011.3,7.0,3.0,18.7,18.1,0,1,0
825,10.4,22.3,2.0,4.4,10.2,0.0,0.0,270.0,247.5,24.0,7.0,48.0,34.0,1020.0,1018.3,1.0,1.0,13.9,21.5,1,0,0
826,11.3,23.1,0.0,3.8,10.1,0.0,0.0,270.0,247.5,20.0,6.0,62.0,33.0,1022.4,1018.3,1.0,1.0,13.5,22.9,0,0,0
827,11.1,24.4,0.0,4.0,10.1,0.0,0.0,270.0,90.0,20.0,11.0,65.0,46.0,1021.9,1019.3,1.0,1.0,14.1,22.6,0,0,0
828,12.3,24.6,0.0,2.0,10.2,0.0,0.0,0.0,90.0,0.0,17.0,68.0,50.0,1022.0,1018.3,1.0,1.0,15.3,22.4,0,0,0
829,12.7,22.6,0.0,4.4,10.2,0.0,0.0,270.0,45.0,13.0,19.0,78.0,61.0,1020.3,1015.8,1.0,1.0,15.7,22.0,0,0,0
830,12.8,27.0,0.0,4.2,9.7,0.0,0.0,270.0,270.0,11.0,30.0,64.0,19.0,1012.6,1008.7,1.0,1.0,16.3,25.7,0,0,0
831,10.5,18.9,0.0,8.0,10.2,0.0,0.0,247.5,180.0,28.0,26.0,40.0,29.0,1017.9,1016.9,1.0,1.0,12.7,18.5,0,0,0
832,9.0,21.9,0.0,4.4,9.4,0.0,0.0,270.0,180.0,24.0,17.0,53.0,36.0,1018.8,1015.8,1.0,2.0,12.0,20.7,0,0,0
833,10.6,21.1,0.0,4.4,10.1,0.0,0.0,270.0,225.0,19.0,22.0,60.0,35.0,1018.4,1014.9,1.0,2.0,13.0,20.3,0,0,0
834,10.5,21.7,0.0,4.0,9.0,0.0,0.0,270.0,180.0,20.0,24.0,62.0,47.0,1017.6,1016.1,1.0,3.0,13.2,20.5,0,0,0
835,11.0,21.6,0.0,4.4,7.7,0.0,0.0,270.0,157.5,17.0,13.0,71.0,60.0,1020.9,1018.4,2.0,6.0,12.7,19.7,0,0,0
836,12.7,17.9,1.0,2.4,0.2,0.0,0.0,270.0,292.5,19.0,4.0,85.0,68.0,1019.7,1016.7,8.0,8.0,13.1,16.5,0,1,1
837,12.4,15.4,13.8,1.0,0.0,0.0,0.0,270.0,225.0,22.0,17.0,94.0,92.0,1018.2,1017.4,8.0,8.0,13.0,14.9,1,1,1
838,11.7,20.0,47.8,0.0,6.1,0.0,0.0,270.0,157.5,20.0,9.0,91.0,62.0,1022.1,1020.3,7.0,3.0,13.0,20.0,1,0,0
839,11.2,19.7,1.0,2.8,6.1,0.0,0.0,270.0,112.5,19.0,11.0,82.0,55.0,1023.1,1019.9,6.0,6.0,12.7,19.3,0,0,0
840,11.7,19.5,0.0,1.2,6.4,0.0,0.0,292.5,157.5,13.0,20.0,83.0,58.0,1020.6,1017.9,3.0,6.0,13.9,18.4,0,1,0
841,10.8,18.6,17.2,2.8,4.8,0.0,0.0,270.0,202.5,22.0,24.0,92.0,58.0,1021.5,1019.7,7.0,3.0,11.3,18.4,1,1,0
842,9.5,14.7,14.2,5.0,0.4,0.0,0.0,270.0,270.0,19.0,11.0,91.0,93.0,1023.6,1020.8,7.0,6.0,10.4,14.3,1,1,1
843,10.4,18.0,5.6,0.2,1.1,0.0,0.0,270.0,90.0,15.0,4.0,86.0,68.0,1019.7,1015.7,7.0,7.0,12.1,17.8,1,0,1
844,12.1,16.9,0.8,0.0,0.1,0.0,0.0,292.5,292.5,11.0,7.0,89.0,84.0,1011.7,1006.3,7.0,7.0,14.1,16.8,0,1,1
845,13.4,17.3,9.0,2.2,0.0,0.0,0.0,270.0,112.5,17.0,50.0,96.0,94.0,1004.8,1004.9,8.0,8.0,13.5,15.6,1,1,1
846,13.5,18.7,33.6,5.8,3.3,0.0,0.0,135.0,180.0,15.0,11.0,82.0,62.0,1018.0,1017.6,6.0,7.0,15.9,18.3,1,1,1
847,11.7,19.9,1.6,1.4,4.6,0.0,0.0,270.0,90.0,15.0,7.0,92.0,53.0,1021.0,1017.1,7.0,5.0,12.9,19.8,1,1,0
848,12.9,17.1,3.0,2.8,0.0,0.0,0.0,0.0,45.0,11.0,4.0,88.0,87.0,1009.5,1004.7,7.0,8.0,15.8,16.2,1,1,1
849,11.8,19.1,3.0,1.4,2.2,0.0,0.0,292.5,270.0,15.0,2.0,78.0,56.0,1003.2,1002.4,4.0,6.0,13.0,18.7,1,1,1
850,12.6,20.0,12.8,1.6,3.9,0.0,0.0,202.5,180.0,22.0,28.0,87.0,68.0,1008.3,1010.2,7.0,7.0,16.5,19.1,1,1,1
851,11.7,19.7,12.4,2.6,3.6,0.0,0.0,270.0,180.0,15.0,19.0,80.0,60.0,1019.2,1017.7,7.0,7.0,14.5,18.5,1,0,1
852,11.2,20.1,0.0,3.0,7.0,0.0,0.0,270.0,202.5,19.0,13.0,81.0,63.0,1020.9,1019.6,6.0,5.0,12.7,19.0,0,1,0
853,12.7,18.6,6.0,2.4,0.8,0.0,0.0,202.5,112.5,19.0,24.0,91.0,90.0,1023.0,1020.0,7.0,7.0,15.2,17.1,1,1,1
854,15.2,17.7,26.4,3.4,0.0,0.0,0.0,90.0,157.5,26.0,30.0,85.0,94.0,1018.7,1015.5,7.0,8.0,17.3,16.4,1,1,1
855,12.5,20.5,61.4,1.0,4.4,0.0,0.0,270.0,202.5,22.0,15.0,80.0,67.0,1014.2,1012.0,5.0,7.0,13.5,17.4,1,0,1
856,9.5,18.5,0.4,2.2,6.5,0.0,0.0,270.0,225.0,28.0,22.0,64.0,70.0,1014.7,1015.8,1.0,7.0,11.3,15.2,0,1,1
